Trained from O 2024-08-12 22-54-23,Data: ODADS/Data/Data/Transformed/OCT/,batchSize = 16,LR = 0.001,epochNum = 3,timeElapsed = 25m  35.82s
1,0.9363889098167419,0.8853703737258911,0.19248580543462326,0.36259537957750987,0.001
2,0.9365741014480591,0.930138885974884,0.19508014431430235,0.21687609308168046,0.001
3,0.9548147916793823,0.9418749809265137,0.1429773709324568,0.1806474803615344,0.001
