Trained from ResNet152,Data: OCT-normal-drusen-demo,batchSize = 16,LR = 0.001,epochNum = 5,timeElapsed = 0m  32.64s
1,0.46666666865348816,0.5816326141357422,0.8342500607172648,0.8302827039543463,0.001
2,0.6222222447395325,0.7551020383834839,0.7100193911128574,0.5429785440162737,0.001
3,0.5888888835906982,0.8010203838348389,0.7021192802323235,0.4528126899076968,0.001
4,0.6111111044883728,0.8877550959587097,0.6863844792048136,0.3770056573712096,0.001
5,0.5777778029441833,0.8724489808082581,0.7159873101446363,0.38087418249675203,0.001
